TheTime,C02
10/15/25 11:20:00,4.725273
10/15/25 11:20:05,4.649815
10/15/25 11:20:10,4.687544
10/15/25 11:20:15,4.649815
10/15/25 11:20:20,4.687544
10/15/25 11:20:25,4.649815
10/15/25 11:20:30,4.649815
10/15/25 11:20:35,4.687544
10/15/25 11:20:40,4.612086
10/15/25 11:20:45,4.687544
10/15/25 11:20:50,4.687544
10/15/25 11:20:55,4.612086
10/15/25 11:21:00,4.687544
10/15/25 11:21:05,4.649815
10/15/25 11:21:10,4.725273
10/15/25 11:21:15,4.725273
10/15/25 11:21:20,4.649815
10/15/25 11:21:25,4.649815
10/15/25 11:21:30,4.649815
10/15/25 11:21:35,4.649815
10/15/25 11:21:40,4.687544
10/15/25 11:21:45,4.649815
10/15/25 11:21:50,4.687544
10/15/25 11:21:55,4.725273
10/15/25 11:22:00,4.725273
10/15/25 11:22:05,4.725273
10/15/25 11:22:10,4.687544
10/15/25 11:22:15,4.649815
10/15/25 11:22:20,4.687544
10/15/25 11:22:25,4.649815
10/15/25 11:22:30,4.725273
10/15/25 11:22:35,4.649815
10/15/25 11:22:40,4.80073
10/15/25 11:22:45,4.763001
10/15/25 11:22:50,4.649815
10/15/25 11:22:55,4.687544
10/15/25 11:23:00,4.687544
10/15/25 11:23:05,4.612086
10/15/25 11:23:10,4.687544
10/15/25 11:23:15,4.649815
10/15/25 11:23:20,4.725273
10/15/25 11:23:25,4.725273
10/15/25 11:23:30,4.687544
10/15/25 11:23:35,4.687544
10/15/25 11:23:40,4.725273
10/15/25 11:23:45,4.649815
10/15/25 11:23:50,4.687544
10/15/25 11:23:55,4.649815
10/15/25 11:24:00,4.687544
10/15/25 11:24:05,4.612086
10/15/25 11:24:10,4.649815
10/15/25 11:24:15,4.649815
10/15/25 11:24:20,4.687544
10/15/25 11:24:25,4.725273
10/15/25 11:24:30,4.725273
10/15/25 11:24:35,4.687544
10/15/25 11:24:40,4.649815
10/15/25 11:24:45,4.574357
10/15/25 11:24:50,4.649815
10/15/25 11:24:55,4.687544
10/15/25 11:25:00,4.649815
10/15/25 11:25:05,4.725273
10/15/25 11:25:10,3.819781
10/15/25 11:25:15,2.612459
10/15/25 11:25:20,1.820154
10/15/25 11:25:25,1.442866
10/15/25 11:25:30,1.178765
10/15/25 11:25:35,1.103307
10/15/25 11:25:40,1.027849
10/15/25 11:25:45,0.8392052
10/15/25 11:25:50,1.254222
10/15/25 11:25:55,2.008798
10/15/25 11:26:00,2.91429
10/15/25 11:26:05,3.329307
10/15/25 11:26:10,3.706595
10/15/25 11:26:15,3.932968
10/15/25 11:26:20,4.008425
10/15/25 11:26:25,4.083883
10/15/25 11:26:30,4.15934
10/15/25 11:26:35,4.197069
10/15/25 11:26:40,4.15934
10/15/25 11:26:45,4.310256
10/15/25 11:26:50,4.234798
10/15/25 11:26:55,4.347984
10/15/25 11:27:00,4.385713
10/15/25 11:27:05,4.385713
10/15/25 11:27:10,4.461171
10/15/25 11:27:15,4.272527
10/15/25 11:27:20,4.197069
10/15/25 11:27:25,4.310256
10/15/25 11:27:30,4.234798
10/15/25 11:27:35,4.15934
10/15/25 11:27:40,4.197069
10/15/25 11:27:45,4.121612
10/15/25 11:27:50,4.083883
10/15/25 11:27:55,4.008425
10/15/25 11:28:00,4.008425
10/15/25 11:28:05,3.932968
10/15/25 11:28:10,3.85751
10/15/25 11:28:15,3.895239
10/15/25 11:28:20,3.819781
10/15/25 11:28:25,3.782052
10/15/25 11:28:30,3.782052
10/15/25 11:28:35,3.631137
10/15/25 11:28:40,3.706595
10/15/25 11:28:45,3.517951
10/15/25 11:28:50,3.555679
10/15/25 11:28:55,3.480222
10/15/25 11:29:00,3.329307
10/15/25 11:29:05,3.329307
10/15/25 11:29:10,3.329307
10/15/25 11:29:15,3.21612
10/15/25 11:29:20,3.178391
10/15/25 11:29:25,3.102934
10/15/25 11:29:30,3.102934
10/15/25 11:29:35,3.027476
10/15/25 11:29:40,2.952019
10/15/25 11:29:45,2.876561
10/15/25 11:29:50,2.876561
10/15/25 11:29:55,2.838832
10/15/25 11:30:00,2.763374
10/15/25 11:30:05,2.650188
10/15/25 11:30:10,2.612459
10/15/25 11:30:15,2.612459
10/15/25 11:30:20,2.499273
10/15/25 11:30:25,2.537002
10/15/25 11:30:30,2.461544
10/15/25 11:30:35,2.348358
10/15/25 11:30:40,2.310629
10/15/25 11:30:45,2.2729
10/15/25 11:30:50,2.197442
10/15/25 11:30:55,2.235171
10/15/25 11:31:00,2.235171
10/15/25 11:31:05,2.159714
10/15/25 11:31:10,2.046527
10/15/25 11:31:15,2.084256
10/15/25 11:31:20,2.046527
10/15/25 11:31:25,1.971069
10/15/25 11:31:30,2.084256
10/15/25 11:31:35,1.971069
10/15/25 11:31:40,1.933341
10/15/25 11:31:45,1.857883
10/15/25 11:31:50,1.820154
10/15/25 11:31:55,1.744697
10/15/25 11:32:00,1.744697
10/15/25 11:32:05,1.706968
10/15/25 11:32:10,1.706968
10/15/25 11:32:15,1.669239
10/15/25 11:32:20,1.556053
10/15/25 11:32:25,1.556053
10/15/25 11:32:30,1.593781
10/15/25 11:32:35,1.480595
10/15/25 11:32:40,1.405137
10/15/25 11:32:45,1.480595
10/15/25 11:32:50,1.442866
10/15/25 11:32:55,1.367409
10/15/25 11:33:00,1.32968
10/15/25 11:33:05,1.291951
10/15/25 11:33:10,1.291951
10/15/25 11:33:15,1.32968
10/15/25 11:33:20,1.216493
10/15/25 11:33:25,1.254222
10/15/25 11:33:30,1.216493
10/15/25 11:33:35,1.141036
10/15/25 11:33:40,1.178765
10/15/25 11:33:45,1.141036
10/15/25 11:33:50,1.141036
10/15/25 11:33:55,0.9901205
10/15/25 11:34:00,1.065578
10/15/25 11:34:05,1.065578
10/15/25 11:34:10,1.065578
10/15/25 11:34:15,0.9901205
10/15/25 11:34:20,0.9523917
10/15/25 11:34:25,0.9901205
10/15/25 11:34:30,0.9523917
10/15/25 11:34:35,0.9901205
10/15/25 11:34:40,0.9901205
10/15/25 11:34:45,0.876934
10/15/25 11:34:50,0.876934
10/15/25 11:34:55,0.9146629
10/15/25 11:35:00,0.8392052
10/15/25 11:35:05,0.8392052
10/15/25 11:35:10,0.876934
10/15/25 11:35:15,0.8392052
10/15/25 11:35:20,0.7637476
10/15/25 11:35:25,0.8014764
10/15/25 11:35:30,0.7260188
10/15/25 11:35:35,0.7637476
10/15/25 11:35:40,0.7637476
10/15/25 11:35:45,0.8014764
10/15/25 11:35:50,0.7637476
10/15/25 11:35:55,0.7637476
10/15/25 11:36:00,0.7637476
10/15/25 11:36:05,0.8014764
10/15/25 11:36:10,0.6505612
10/15/25 11:36:15,0.68829
10/15/25 11:36:20,0.6505612
10/15/25 11:36:25,0.7260188
10/15/25 11:36:30,0.6128324
10/15/25 11:36:35,0.6505612
10/15/25 11:36:40,0.6505612
10/15/25 11:36:45,0.6505612
10/15/25 11:36:50,0.5751036
10/15/25 11:36:55,0.6128324
10/15/25 11:37:00,0.5373748
10/15/25 11:37:05,0.5751036
10/15/25 11:37:10,0.6505612
10/15/25 11:37:15,0.5751036
10/15/25 11:37:20,0.6128324
10/15/25 11:37:25,0.6128324
10/15/25 11:37:30,0.6128324
10/15/25 11:37:35,0.5751036
10/15/25 11:37:40,0.5751036
10/15/25 11:37:45,0.5751036
10/15/25 11:37:50,0.5373748
10/15/25 11:37:55,0.499646
10/15/25 11:38:00,0.5373748
10/15/25 11:38:05,0.5751036
10/15/25 11:38:10,0.5751036
10/15/25 11:38:15,0.6505612
10/15/25 11:38:20,0.68829
10/15/25 11:38:25,0.6505612
10/15/25 11:38:30,0.68829
10/15/25 11:38:35,0.7637476
10/15/25 11:38:40,0.68829
10/15/25 11:38:45,0.8014764
10/15/25 11:38:50,0.8392052
10/15/25 11:38:55,0.8014764
10/15/25 11:39:00,0.876934
10/15/25 11:39:05,0.9523917
10/15/25 11:39:10,0.9523917
10/15/25 11:39:15,0.9146629
10/15/25 11:39:20,1.027849
10/15/25 11:39:25,0.9901205
10/15/25 11:39:30,1.065578
10/15/25 11:39:35,1.141036
10/15/25 11:39:40,1.141036
10/15/25 11:39:45,1.141036
10/15/25 11:39:50,1.178765
10/15/25 11:39:55,1.216493
10/15/25 11:40:00,1.216493
10/15/25 11:40:05,1.32968
10/15/25 11:40:10,1.405137
10/15/25 11:40:15,1.367409
10/15/25 11:40:20,1.405137
10/15/25 11:40:25,1.442866
10/15/25 11:40:30,1.669239
10/15/25 11:40:35,1.480595
10/15/25 11:40:40,1.669239
10/15/25 11:40:45,1.556053
10/15/25 11:40:50,1.593781
10/15/25 11:40:55,1.593781
10/15/25 11:41:00,1.593781
10/15/25 11:41:05,1.669239
10/15/25 11:41:10,1.706968
10/15/25 11:41:15,1.706968
10/15/25 11:41:20,1.706968
10/15/25 11:41:25,1.782425
10/15/25 11:41:30,1.857883
10/15/25 11:41:35,1.895612
10/15/25 11:41:40,1.820154
10/15/25 11:41:45,1.895612
10/15/25 11:41:50,1.895612
10/15/25 11:41:55,2.008798
10/15/25 11:42:00,1.971069
10/15/25 11:42:05,1.971069
10/15/25 11:42:10,2.008798
10/15/25 11:42:15,2.084256
10/15/25 11:42:20,2.008798
10/15/25 11:42:25,2.121985
10/15/25 11:42:30,2.159714
10/15/25 11:42:35,2.121985
10/15/25 11:42:40,2.235171
10/15/25 11:42:45,2.2729
10/15/25 11:42:50,2.197442
10/15/25 11:42:55,2.2729
10/15/25 11:43:00,2.310629
10/15/25 11:43:05,2.2729
10/15/25 11:43:10,2.348358
10/15/25 11:43:15,2.348358
10/15/25 11:43:20,2.348358
10/15/25 11:43:25,2.423815
10/15/25 11:43:30,2.310629
10/15/25 11:43:35,2.386086
10/15/25 11:43:40,2.423815
10/15/25 11:43:45,2.461544
10/15/25 11:43:50,3.1019118000000003
10/15/25 11:43:55,3.0528654000000004
10/15/25 11:44:00,3.2490549000000004
10/15/25 11:44:05,3.2490549000000004
10/15/25 11:44:10,3.2000072
10/15/25 11:44:15,3.2490549000000004
10/15/25 11:44:20,3.2490549000000004
10/15/25 11:44:25,3.2490549000000004
10/15/25 11:44:30,3.3471490000000004
10/15/25 11:44:35,3.2981026000000004
10/15/25 11:44:40,3.3471490000000004
10/15/25 11:44:45,3.4452444
10/15/25 11:44:50,3.4942921000000005
10/15/25 11:44:55,3.3471490000000004
10/15/25 11:45:00,3.2981026000000004
10/15/25 11:45:05,3.4942921000000005
10/15/25 11:45:10,3.3961967
10/15/25 11:45:15,3.3961967
10/15/25 11:45:20,3.4942921000000005
10/15/25 11:45:25,3.4942921000000005
10/15/25 11:45:30,3.4942921000000005
10/15/25 11:45:35,3.4942921000000005
10/15/25 11:45:40,3.4942921000000005
10/15/25 11:45:45,3.4452444
10/15/25 11:45:50,3.5923862000000004
10/15/25 11:45:55,3.5923862000000004
10/15/25 11:46:00,3.6414339
10/15/25 11:46:05,3.6414339
10/15/25 11:46:10,3.5433398
10/15/25 11:46:15,3.5923862000000004
10/15/25 11:46:20,3.4942921000000005
10/15/25 11:46:25,3.6414339
10/15/25 11:46:30,3.6904816
10/15/25 11:46:35,3.6414339
10/15/25 11:46:40,3.6904816
10/15/25 11:46:45,3.6414339
10/15/25 11:46:50,3.5433398
10/15/25 11:46:55,3.6904816
10/15/25 11:47:00,3.7395293000000005
10/15/25 11:47:05,3.6904816
10/15/25 11:47:10,3.788577
10/15/25 11:47:15,3.6414339
10/15/25 11:47:20,3.6414339
10/15/25 11:47:25,3.6904816
10/15/25 11:47:30,3.788577
10/15/25 11:47:35,3.788577
10/15/25 11:47:40,3.788577
10/15/25 11:47:45,3.6904816
10/15/25 11:47:50,3.6904816
10/15/25 11:47:55,3.7395293000000005
10/15/25 11:48:00,2.876561
10/15/25 11:48:05,2.91429
10/15/25 11:48:10,2.952019
10/15/25 11:48:15,2.952019
10/15/25 11:48:20,2.989747
10/15/25 11:48:25,2.91429
10/15/25 11:48:30,2.91429
10/15/25 11:48:35,2.952019
10/15/25 11:48:40,3.027476
10/15/25 11:48:45,2.952019
10/15/25 11:48:50,2.989747
10/15/25 11:48:55,2.989747
10/15/25 11:49:00,2.952019
10/15/25 11:49:05,2.989747
10/15/25 11:49:10,2.989747
10/15/25 11:49:15,2.91429
10/15/25 11:49:20,3.027476
10/15/25 11:49:25,2.952019
10/15/25 11:49:30,3.027476
10/15/25 11:49:35,3.027476
10/15/25 11:49:40,2.952019
10/15/25 11:49:45,2.989747
10/15/25 11:49:50,3.027476
10/15/25 11:49:55,3.065205
10/15/25 11:50:00,3.027476
10/15/25 11:50:05,2.989747
10/15/25 11:50:10,2.989747
10/15/25 11:50:15,2.952019
10/15/25 11:50:20,2.989747
10/15/25 11:50:25,2.989747
10/15/25 11:50:30,3.065205
10/15/25 11:50:35,2.952019
10/15/25 11:50:40,3.027476
10/15/25 11:50:45,3.065205
10/15/25 11:50:50,2.952019
10/15/25 11:50:55,3.065205
10/15/25 11:51:00,3.065205
10/15/25 11:51:05,3.065205
10/15/25 11:51:10,3.065205
10/15/25 11:51:15,2.989747
10/15/25 11:51:20,3.027476
10/15/25 11:51:25,3.027476
10/15/25 11:51:30,2.989747
10/15/25 11:51:35,3.065205
10/15/25 11:51:40,3.065205
10/15/25 11:51:45,3.027476
10/15/25 11:51:50,3.065205
10/15/25 11:51:55,3.027476
10/15/25 11:52:00,3.065205
10/15/25 11:52:05,3.065205
10/15/25 11:52:10,3.102934
10/15/25 11:52:15,3.102934
10/15/25 11:52:20,3.027476
10/15/25 11:52:25,3.065205
10/15/25 11:52:30,3.027476
10/15/25 11:52:35,3.140663
10/15/25 11:52:40,3.102934
10/15/25 11:52:45,3.027476
10/15/25 11:52:50,3.065205
10/15/25 11:52:55,3.065205
10/15/25 11:53:00,3.102934
10/15/25 11:53:05,3.065205
10/15/25 11:53:10,3.065205
10/15/25 11:53:15,3.102934
10/15/25 11:53:20,3.065205
10/15/25 11:53:25,2.989747
10/15/25 11:53:30,3.102934
10/15/25 11:53:35,3.027476
10/15/25 11:53:40,3.065205
10/15/25 11:53:45,3.102934
10/15/25 11:53:50,4.4846205
10/15/25 11:53:55,4.7109945
10/15/25 11:54:00,4.7109945
10/15/25 11:54:05,4.654401
10/15/25 11:54:10,4.654401
10/15/25 11:54:15,4.7109945
10/15/25 11:54:20,4.541214
10/15/25 11:54:25,4.7109945
10/15/25 11:54:30,4.5978075
10/15/25 11:54:35,4.654401
10/15/25 11:54:40,4.7109945
10/15/25 11:54:45,4.7109945
10/15/25 11:54:50,4.5978075
10/15/25 11:54:55,4.5978075
10/15/25 11:55:00,4.7109945
10/15/25 11:55:05,4.654401
10/15/25 11:55:10,4.654401
10/15/25 11:55:15,4.541214
10/15/25 11:55:20,4.5978075
10/15/25 11:55:25,4.5978075
10/15/25 11:55:30,4.654401
10/15/25 11:55:35,4.654401
10/15/25 11:55:40,4.5978075
10/15/25 11:55:45,4.541214
10/15/25 11:55:50,4.7109945
10/15/25 11:55:55,4.5978075
10/15/25 11:56:00,4.7109945
10/15/25 11:56:05,4.7109945
10/15/25 11:56:10,4.7109945
10/15/25 11:56:15,4.7675865
10/15/25 11:56:20,4.7675865
10/15/25 11:56:25,4.654401
10/15/25 11:56:30,4.82418
10/15/25 11:56:35,4.82418
10/15/25 11:56:40,4.8807735
10/15/25 11:56:45,4.5978075
10/15/25 11:56:50,4.654401
10/15/25 11:56:55,4.654401
10/15/25 11:57:00,4.7109945
10/15/25 11:57:05,4.7109945
10/15/25 11:57:10,4.5978075
10/15/25 11:57:15,4.7109945
10/15/25 11:57:20,4.5978075
10/15/25 11:57:25,4.7675865
10/15/25 11:57:30,4.654401
10/15/25 11:57:35,4.5978075
10/15/25 11:57:40,4.654401
10/15/25 11:57:45,4.7675865
10/15/25 11:57:50,4.7675865
10/15/25 11:57:55,4.654401
10/15/25 11:58:00,4.654401
10/15/25 11:58:05,4.5978075
10/15/25 11:58:10,4.7109945
10/15/25 11:58:15,4.654401
10/15/25 11:58:20,4.7109945
10/15/25 11:58:25,4.7109945
10/15/25 11:58:30,4.5978075
10/15/25 11:58:35,4.7109945
10/15/25 11:58:40,4.7109945
10/15/25 11:58:45,4.654401
10/15/25 11:58:50,4.7675865
10/15/25 11:58:55,4.654401
10/15/25 11:59:00,4.7109945
10/15/25 11:59:05,4.7109945
10/15/25 11:59:10,4.7109945
10/15/25 11:59:15,4.7675865
10/15/25 11:59:20,4.7109945
10/15/25 11:59:25,4.7109945
10/15/25 11:59:30,4.654401
10/15/25 11:59:35,4.654401
10/15/25 11:59:40,3.140663
10/15/25 11:59:45,3.140663
10/15/25 11:59:50,3.178391
10/15/25 11:59:55,3.140663
10/15/25 12:00:00,3.140663
10/15/25 12:00:05,3.102934
10/15/25 12:00:10,3.140663
10/15/25 12:00:15,3.140663
10/15/25 12:00:20,3.102934
10/15/25 12:00:25,3.102934
10/15/25 12:00:30,3.21612
10/15/25 12:00:35,3.253849
10/15/25 12:00:40,3.253849
10/15/25 12:00:45,3.178391
10/15/25 12:00:50,3.102934
10/15/25 12:00:55,3.178391
10/15/25 12:01:00,3.140663
10/15/25 12:01:05,3.102934
10/15/25 12:01:10,3.140663
10/15/25 12:01:15,3.065205
10/15/25 12:01:20,3.140663
10/15/25 12:01:25,3.102934
10/15/25 12:01:30,3.102934
10/15/25 12:01:35,3.140663
10/15/25 12:01:40,3.140663
10/15/25 12:01:45,3.140663
10/15/25 12:01:50,3.140663
10/15/25 12:01:55,3.065205
10/15/25 12:02:00,3.178391
10/15/25 12:02:05,3.102934
10/15/25 12:02:10,3.102934
10/15/25 12:02:15,3.102934
10/15/25 12:02:20,3.140663
10/15/25 12:02:25,3.178391
10/15/25 12:02:30,3.178391
10/15/25 12:02:35,3.140663
10/15/25 12:02:40,3.178391
10/15/25 12:02:45,3.102934
10/15/25 12:02:50,3.178391
10/15/25 12:02:55,3.102934
10/15/25 12:03:00,3.140663
10/15/25 12:03:05,3.140663
10/15/25 12:03:10,3.065205
10/15/25 12:03:15,3.140663
10/15/25 12:03:20,3.102934
10/15/25 12:03:25,3.140663
10/15/25 12:03:30,3.140663
